time|displacement|delay
2024-09-04 16:19:15.356171 |  0.088 |  0.00487
2024-09-04 16:19:15.595786 |  0.090 | -0.01476
2024-09-04 16:19:16.681362 |  0.090 | -0.01783
2024-09-04 16:19:17.994860 |  0.090 | -0.03341
2024-09-04 16:19:18.156317 |  0.090 |  0.02062
2024-09-04 16:19:18.419473 |  0.088 | -0.02760
2024-09-04 16:19:18.643725 |  0.088 | -0.03165
2024-09-04 16:19:19.936859 |  0.088 | -0.03394
2024-09-04 16:19:20.142216 |  0.088 | -0.01903
2024-09-04 16:19:20.357600 |  0.088 | -0.01923
2024-09-04 16:19:20.571223 |  0.088 | -0.01743
2024-09-04 16:19:20.786730 |  0.088 | -0.01270
2024-09-04 16:19:21.000730 |  0.088 | -0.00643
2024-09-04 16:19:21.220756 |  0.088 | -0.01553
2024-09-04 16:19:21.435486 |  0.090 | -0.01129
2024-09-04 16:19:21.651717 |  0.090 | -0.01685
2024-09-04 16:19:21.868065 |  0.090 | -0.01307
2024-09-04 16:19:22.074849 |  0.086 | -0.00488
2024-09-04 16:19:22.287733 |  0.088 |  0.00223
2024-09-04 16:19:22.504713 |  0.094 |  0.00100
2024-09-04 16:19:22.730686 |  0.094 | -0.00484
2024-09-04 16:19:22.938353 |  0.106 |  0.00307
2024-09-04 16:19:23.155464 |  0.082 | -0.00589
2024-09-04 16:19:23.369347 |  0.080 | -0.00332
2024-09-04 16:19:23.587482 |  0.080 | -0.00646
2024-09-04 16:19:23.803568 |  0.082 |  0.00242
2024-09-04 16:19:24.024483 |  0.086 | -0.00343
2024-09-04 16:19:24.238343 |  0.098 | -0.00159
2024-09-04 16:19:24.456850 |  0.108 | -0.00498
2024-09-04 16:19:24.671968 |  0.138 | -0.00190
2024-09-04 16:19:24.890081 |  0.168 | -0.00478
2024-09-04 16:19:25.102214 |  0.188 | -0.00170
2024-09-04 16:19:25.320083 |  0.192 | -0.00196
2024-09-04 16:19:25.542688 |  0.228 | -0.00670
2024-09-04 16:19:25.752474 |  0.304 | -0.00130
2024-09-04 16:19:25.969947 |  0.432 | -0.00381
2024-09-04 16:19:26.186092 |  0.500 | -0.00473
2024-09-04 16:19:26.401696 |  0.506 |  0.00218
2024-09-04 16:19:26.615588 |  0.554 |  0.00166
2024-09-04 16:19:26.834349 |  0.634 | -0.00184
2024-09-04 16:19:27.050593 |  0.644 | -0.00071
2024-09-04 16:19:27.267957 |  0.672 | -0.00501
2024-09-04 16:19:27.482726 |  0.700 |  0.00042
2024-09-04 16:19:27.700461 |  0.694 | -0.00480
2024-09-04 16:19:27.914075 |  0.770 | -0.00023
2024-09-04 16:19:28.131318 |  0.814 | -0.00248
2024-09-04 16:19:28.347213 |  0.844 |  0.00204
2024-09-04 16:19:28.565575 |  0.804 | -0.00602
2024-09-04 16:19:28.779603 |  0.814 |  0.00238
2024-09-04 16:19:28.989709 |  0.888 |  0.00529
2024-09-04 16:19:29.214892 |  0.926 |  0.00050
2024-09-04 16:19:29.425578 |  0.930 |  0.00675
2024-09-04 16:19:29.642086 |  0.958 |  0.00404
2024-09-04 16:19:29.861459 |  0.928 | -0.00472
2024-09-04 16:19:30.081526 |  1.060 |  0.00044
2024-09-04 16:19:30.292957 |  1.096 |  0.00407
2024-09-04 16:19:30.509200 |  1.142 |  0.00289
2024-09-04 16:19:30.728551 |  1.204 | -0.00134
2024-09-04 16:19:30.942202 |  1.252 |  0.00024
2024-09-04 16:19:31.160305 |  1.252 | -0.00109
2024-09-04 16:19:31.377683 |  1.248 | -0.00337
2024-09-04 16:19:31.591062 |  1.300 |  0.00177
2024-09-04 16:19:31.804946 |  1.268 | -0.00198
2024-09-04 16:19:32.017449 |  1.352 |  0.01072
2024-09-04 16:19:32.241099 |  1.378 |  0.00247
2024-09-04 16:19:32.460691 |  1.454 | -0.00233
2024-09-04 16:19:32.677948 |  1.494 | -0.00416
2024-09-04 16:19:32.895923 |  1.462 | -0.00656
2024-09-04 16:19:33.105188 |  1.608 |  0.00442
2024-09-04 16:19:33.317455 |  1.622 |  0.00941
2024-09-04 16:19:33.540687 |  1.660 | -0.00083
2024-09-04 16:19:33.763775 |  1.646 | -0.00636
2024-09-04 16:19:33.973709 |  1.772 |  0.00187
2024-09-04 16:19:34.192937 |  1.764 | -0.00482
2024-09-04 16:19:34.408541 |  1.772 | -0.00030
2024-09-04 16:19:34.626427 |  1.820 | -0.00492
2024-09-04 16:19:34.841704 |  1.868 |  0.00012
2024-09-04 16:19:35.059307 |  1.826 | -0.00718
2024-09-04 16:19:35.273095 |  1.932 | -0.00096
2024-09-04 16:19:35.484059 |  1.978 |  0.00340
2024-09-04 16:19:35.698433 |  1.962 |  0.00491
2024-09-04 16:19:35.916946 |  1.854 |  0.00158
2024-09-04 16:19:36.135552 |  1.850 |  0.00045
2024-09-04 16:19:36.351816 |  1.894 |  0.00233
2024-09-04 16:19:36.576031 |  2.030 | -0.00155
2024-09-04 16:19:36.784060 |  1.840 |  0.00106
2024-09-04 16:19:37.002440 |  2.014 |  0.00270
2024-09-04 16:19:37.221798 |  2.052 | -0.00110
2024-09-04 16:19:37.439891 |  1.952 | -0.00395
2024-09-04 16:19:37.650694 |  2.066 |  0.00546
2024-09-04 16:19:37.867556 |  2.028 | -0.00120
2024-09-04 16:19:38.084440 |  2.010 | -0.00259
2024-09-04 16:19:38.300316 |  2.016 |  0.00405
2024-09-04 16:19:38.517548 |  2.012 |  0.00164
2024-09-04 16:19:38.736561 |  2.052 |  0.00156
2024-09-04 16:19:38.952056 |  1.950 | -0.00371
2024-09-04 16:19:39.165693 |  1.990 |  0.00334
2024-09-04 16:19:39.383960 |  2.016 |  0.00531
2024-09-04 16:19:39.604428 |  1.962 | -0.00483
2024-09-04 16:19:39.816406 |  1.890 | -0.00146
2024-09-04 16:19:40.033817 |  1.770 | -0.00367
2024-09-04 16:19:40.255017 |  1.750 | -0.00444
2024-09-04 16:19:40.465548 |  1.728 |  0.00029
2024-09-04 16:19:40.683553 |  1.710 | -0.00268
2024-09-04 16:19:40.895419 |  1.678 |  0.00077
2024-09-04 16:19:41.108763 |  1.634 |  0.00783
2024-09-04 16:19:41.325665 |  1.642 |  0.01297
2024-09-04 16:19:41.550550 |  1.650 |  0.00329
2024-09-04 16:19:41.771046 |  1.650 | -0.00761
2024-09-04 16:19:41.985783 |  1.618 | -0.00862
2024-09-04 16:19:42.194795 |  1.560 |  0.00262
2024-09-04 16:19:42.413796 |  1.530 | -0.00123
2024-09-04 16:19:42.631290 |  1.538 |  0.00400
2024-09-04 16:19:42.851667 |  1.512 | -0.00859
2024-09-04 16:19:43.065166 |  1.440 | -0.00165
2024-09-04 16:19:43.278928 |  1.390 | -0.00026
2024-09-04 16:19:43.496679 |  1.384 | -0.00062
2024-09-04 16:19:43.714183 |  1.372 | -0.00290
2024-09-04 16:19:43.935395 |  1.372 | -0.00449
2024-09-04 16:19:44.145415 |  1.348 | -0.00082
2024-09-04 16:19:44.362417 |  1.314 | -0.00285
2024-09-04 16:19:44.575297 |  1.318 |  0.00627
2024-09-04 16:19:44.801000 |  1.282 | -0.00627
