time|displacement|delay
2024-09-04 15:04:23.833765 |  0.118 |  0.00909
2024-09-04 15:04:24.085979 |  0.122 | -0.02041
2024-09-04 15:04:24.927256 |  0.120 |  0.01036
2024-09-04 15:04:25.787973 |  0.122 |  0.01565
2024-09-04 15:04:26.042980 |  0.122 | -0.02294
2024-09-04 15:04:26.269235 |  0.122 | -0.03207
2024-09-04 15:04:27.348579 |  0.122 | -0.01433
2024-09-04 15:04:27.788264 |  0.122 | -0.02508
2024-09-04 15:04:28.227246 |  0.122 | -0.03128
2024-09-04 15:04:28.664122 |  0.122 | -0.02425
2024-09-04 15:04:29.531870 |  0.122 | -0.03006
2024-09-04 15:04:29.956629 |  0.122 | -0.01665
2024-09-04 15:04:30.179759 |  0.122 | -0.02296
2024-09-04 15:04:30.397252 |  0.122 | -0.02405
2024-09-04 15:04:30.616393 |  0.120 | -0.02610
2024-09-04 15:04:30.838341 |  0.120 | -0.02737
2024-09-04 15:04:31.047003 |  0.120 | -0.01984
2024-09-04 15:04:31.264625 |  0.120 | -0.01545
2024-09-04 15:04:31.483741 |  0.120 | -0.02374
2024-09-04 15:04:31.702095 |  0.120 | -0.02055
2024-09-04 15:04:31.906516 |  0.120 | -0.00852
2024-09-04 15:04:32.126380 |  0.120 | -0.00663
2024-09-04 15:04:32.346882 |  0.120 | -0.01070
2024-09-04 15:04:32.564882 |  0.120 | -0.01656
2024-09-04 15:04:32.779006 |  0.120 | -0.01024
2024-09-04 15:04:32.995769 |  0.122 | -0.00563
2024-09-04 15:04:33.212879 |  0.126 | -0.00625
2024-09-04 15:04:33.431139 |  0.146 | -0.00945
2024-09-04 15:04:33.644265 |  0.200 | -0.00109
2024-09-04 15:04:33.864649 |  0.254 | -0.00496
2024-09-04 15:04:34.082795 |  0.286 | -0.00643
2024-09-04 15:04:34.299890 |  0.326 | -0.00703
2024-09-04 15:04:34.521352 |  0.342 | -0.00705
2024-09-04 15:04:34.732391 |  0.434 | -0.00142
2024-09-04 15:04:34.951154 |  0.524 | -0.00385
2024-09-04 15:04:35.168514 |  0.608 | -0.00476
2024-09-04 15:04:35.390331 |  0.654 | -0.00518
2024-09-04 15:04:35.598262 |  0.668 |  0.00573
2024-09-04 15:04:35.820276 |  0.712 | -0.00167
2024-09-04 15:04:36.038415 |  0.698 | -0.00611
2024-09-04 15:04:36.254012 |  0.752 | -0.00227
2024-09-04 15:04:36.470766 |  0.806 |  0.00258
2024-09-04 15:04:36.686123 |  0.826 |  0.00366
2024-09-04 15:04:36.906901 |  0.886 | -0.00054
2024-09-04 15:04:37.122162 |  0.882 | -0.00209
2024-09-04 15:04:37.337536 |  0.910 |  0.00691
2024-09-04 15:04:37.559907 |  0.978 |  0.00120
2024-09-04 15:04:37.779640 |  1.044 | -0.00196
2024-09-04 15:04:37.997635 |  1.088 | -0.00363
2024-09-04 15:04:38.219874 |  1.106 | -0.00432
2024-09-04 15:04:38.431283 |  1.130 |  0.00037
2024-09-04 15:04:38.647404 |  1.114 | -0.00424
2024-09-04 15:04:38.861656 |  1.250 |  0.00289
2024-09-04 15:04:39.086755 |  1.268 | -0.00067
2024-09-04 15:04:39.296398 |  1.360 |  0.00617
2024-09-04 15:04:39.517407 |  1.432 |  0.00149
2024-09-04 15:04:39.737025 |  1.446 |  0.00046
2024-09-04 15:04:39.956304 |  1.540 | -0.00441
2024-09-04 15:04:40.170799 |  1.626 |  0.00246
2024-09-04 15:04:40.390910 |  1.646 | -0.00119
2024-09-04 15:04:40.605929 |  1.714 |  0.00037
2024-09-04 15:04:40.824966 |  1.792 | -0.00209
2024-09-04 15:04:41.038029 |  1.752 |  0.00113
2024-09-04 15:04:41.257154 |  1.474 | -0.00139
2024-09-04 15:04:41.473772 |  1.484 |  0.00542
2024-09-04 15:04:41.695431 |  1.514 | -0.00151
2024-09-04 15:04:41.918645 |  1.730 | -0.00318
2024-09-04 15:04:42.128933 |  1.646 | -0.00193
2024-09-04 15:04:42.346542 |  1.780 |  0.00191
2024-09-04 15:04:42.565422 |  2.002 | -0.00041
2024-09-04 15:04:42.785746 |  2.008 |  0.00303
2024-09-04 15:04:42.996907 |  2.158 |  0.00650
2024-09-04 15:04:43.215057 |  2.220 |  0.00509
2024-09-04 15:04:43.433547 |  2.244 |  0.00325
2024-09-04 15:04:43.654802 |  2.408 | -0.00152
2024-09-04 15:04:43.872179 |  2.434 |  0.00284
2024-09-04 15:04:44.091410 |  2.440 |  0.00228
2024-09-04 15:04:44.307558 |  2.438 | -0.00276
2024-09-04 15:04:44.518691 |  2.426 |  0.00338
2024-09-04 15:04:44.740153 |  2.484 |  0.00648
2024-09-04 15:04:44.959669 |  2.446 | -0.00127
2024-09-04 15:04:45.177549 |  2.456 |  0.00617
2024-09-04 15:04:45.396923 |  2.470 |  0.00212
2024-09-04 15:04:45.621146 |  2.540 | -0.00248
2024-09-04 15:04:45.830429 |  2.498 |  0.00011
2024-09-04 15:04:46.050929 |  2.500 |  0.00266
2024-09-04 15:04:46.271061 |  2.580 | -0.00226
2024-09-04 15:04:46.494383 |  2.664 | -0.00401
2024-09-04 15:04:46.704190 |  2.510 | -0.00214
2024-09-04 15:04:46.922551 |  2.634 |  0.00121
2024-09-04 15:04:47.140439 |  2.588 | -0.00501
2024-09-04 15:04:47.353680 |  2.576 |  0.00043
2024-09-04 15:04:47.573553 |  2.612 |  0.00485
2024-09-04 15:04:47.788431 |  2.544 |  0.00156
2024-09-04 15:04:48.009481 |  2.612 |  0.00213
2024-09-04 15:04:48.230784 |  2.392 | -0.00766
2024-09-04 15:04:48.444699 |  2.274 |  0.00010
2024-09-04 15:04:48.664703 |  1.930 | -0.00313
2024-09-04 15:04:48.882951 |  1.746 | -0.00505
2024-09-04 15:04:49.095346 |  1.738 |  0.00118
2024-09-04 15:04:49.320667 |  1.792 |  0.00028
2024-09-04 15:04:49.535335 |  1.796 |  0.00332
2024-09-04 15:04:49.754697 |  1.746 | -0.00618
2024-09-04 15:04:49.971193 |  1.784 | -0.00128
2024-09-04 15:04:50.192656 |  1.660 | -0.00592
2024-09-04 15:04:50.403834 |  1.592 | -0.00052
2024-09-04 15:04:50.622714 |  1.520 | -0.00288
2024-09-04 15:04:50.840212 |  1.410 | -0.00383
2024-09-04 15:04:51.057082 |  1.404 | -0.00223
2024-09-04 15:04:51.274576 |  1.342 | -0.00016
2024-09-04 15:04:51.493192 |  1.292 | -0.00229
2024-09-04 15:04:51.706200 |  1.210 |  0.00109
2024-09-04 15:04:51.925332 |  1.116 | -0.00150
2024-09-04 15:04:52.143195 |  1.102 |  0.00444
2024-09-04 15:04:52.361940 |  1.034 | -0.00034
2024-09-04 15:04:52.580602 |  0.934 | -0.00267
2024-09-04 15:04:52.797820 |  0.910 | -0.00334
2024-09-04 15:04:53.019675 |  0.918 |  0.00359
2024-09-04 15:04:53.235071 |  0.918 | -0.00084
