time|displacement|delay
2024-09-04 15:16:58.798947 |  0.202 |  0.01478
2024-09-04 15:16:59.057100 |  0.202 | -0.03103
2024-09-04 15:16:59.886106 |  0.200 |  0.01928
2024-09-04 15:17:00.142742 |  0.200 | -0.01900
2024-09-04 15:17:00.380236 |  0.200 | -0.03273
2024-09-04 15:17:01.420018 |  0.202 |  0.02062
2024-09-04 15:17:01.679227 |  0.202 | -0.01508
2024-09-04 15:17:01.909658 |  0.200 | -0.02744
2024-09-04 15:17:02.358554 |  0.202 | -0.03451
2024-09-04 15:17:02.579870 |  0.204 | -0.03233
2024-09-04 15:17:03.230924 |  0.202 | -0.03198
2024-09-04 15:17:03.446670 |  0.202 | -0.03030
2024-09-04 15:17:03.659427 |  0.202 | -0.01906
2024-09-04 15:17:03.878814 |  0.202 | -0.01996
2024-09-04 15:17:04.094567 |  0.202 | -0.01657
2024-09-04 15:17:04.313710 |  0.202 | -0.01810
2024-09-04 15:17:04.531194 |  0.202 | -0.01234
2024-09-04 15:17:04.750985 |  0.202 | -0.00830
2024-09-04 15:17:04.971220 |  0.202 | -0.01552
2024-09-04 15:17:05.188080 |  0.202 | -0.01359
2024-09-04 15:17:05.410423 |  0.200 | -0.01284
2024-09-04 15:17:05.620468 |  0.202 |  0.00049
2024-09-04 15:17:05.844094 |  0.200 | -0.00964
2024-09-04 15:17:06.060480 |  0.202 | -0.00265
2024-09-04 15:17:06.287069 |  0.202 | -0.01042
2024-09-04 15:17:06.496974 |  0.200 | -0.00209
2024-09-04 15:17:06.718244 |  0.200 |  0.00044
2024-09-04 15:17:06.935879 |  0.200 | -0.00417
2024-09-04 15:17:07.155762 |  0.200 | -0.00028
2024-09-04 15:17:07.377395 |  0.200 |  0.00159
2024-09-04 15:17:07.600150 |  0.202 | -0.00214
2024-09-04 15:17:07.818041 |  0.202 | -0.00742
2024-09-04 15:17:08.029659 |  0.202 |  0.00449
2024-09-04 15:17:08.253782 |  0.202 |  0.00384
2024-09-04 15:17:08.474302 |  0.204 |  0.00131
2024-09-04 15:17:08.697024 |  0.200 | -0.00803
2024-09-04 15:17:08.914674 |  0.206 | -0.00166
2024-09-04 15:17:09.140114 |  0.262 | -0.00567
2024-09-04 15:17:09.348780 |  0.294 |  0.00387
2024-09-04 15:17:09.572174 |  0.300 |  0.00079
2024-09-04 15:17:09.792689 |  0.302 | -0.00179
2024-09-04 15:17:10.018267 |  0.304 | -0.00418
2024-09-04 15:17:10.232439 |  0.340 | -0.00165
2024-09-04 15:17:10.451047 |  0.420 | -0.00203
2024-09-04 15:17:10.667793 |  0.448 | -0.00048
2024-09-04 15:17:10.888552 |  0.492 | -0.00296
2024-09-04 15:17:11.107061 |  0.500 |  0.00424
2024-09-04 15:17:11.324689 |  0.504 |  0.00506
2024-09-04 15:17:11.546188 |  0.546 |  0.00007
2024-09-04 15:17:11.766949 |  0.544 | -0.00599
2024-09-04 15:17:11.982587 |  0.552 |  0.00719
2024-09-04 15:17:12.205076 |  0.572 |  0.00082
2024-09-04 15:17:12.423324 |  0.580 |  0.00301
2024-09-04 15:17:12.644967 |  0.580 | -0.00070
2024-09-04 15:17:12.871169 |  0.586 | -0.00339
2024-09-04 15:17:13.083471 |  0.662 |  0.00053
2024-09-04 15:17:13.305086 |  0.616 | -0.00752
2024-09-04 15:17:13.522338 |  0.638 | -0.00174
2024-09-04 15:17:13.747448 |  0.650 | -0.00116
2024-09-04 15:17:13.962603 |  0.694 | -0.00001
2024-09-04 15:17:14.183494 |  0.754 | -0.00249
2024-09-04 15:17:14.399602 |  0.792 | -0.00015
2024-09-04 15:17:14.618124 |  0.782 | -0.00326
2024-09-04 15:17:14.837006 |  0.780 |  0.00056
2024-09-04 15:17:15.057987 |  0.836 |  0.00129
2024-09-04 15:17:15.279244 |  0.866 | -0.00180
2024-09-04 15:17:15.498896 |  0.892 | -0.00316
2024-09-04 15:17:15.717748 |  0.930 |  0.00146
2024-09-04 15:17:15.936753 |  0.952 |  0.00081
2024-09-04 15:17:16.155660 |  0.994 |  0.00047
2024-09-04 15:17:16.376511 |  0.970 | -0.00692
2024-09-04 15:17:16.598494 |  1.142 | -0.00035
2024-09-04 15:17:16.813399 |  0.794 | -0.00172
2024-09-04 15:17:17.032655 |  0.818 |  0.00206
2024-09-04 15:17:17.253902 |  0.914 | -0.00095
2024-09-04 15:17:17.478761 |  0.922 | -0.00021
2024-09-04 15:17:17.687408 |  0.954 |  0.00747
2024-09-04 15:17:17.911670 |  0.956 |  0.00318
2024-09-04 15:17:18.133881 |  1.010 | -0.00196
2024-09-04 15:17:18.349404 |  1.058 |  0.00093
2024-09-04 15:17:18.570041 |  1.124 |  0.00346
2024-09-04 15:17:18.790307 |  1.152 |  0.00134
2024-09-04 15:17:19.011941 |  1.184 | -0.00226
2024-09-04 15:17:19.231554 |  1.186 | -0.00225
2024-09-04 15:17:19.451053 |  1.306 |  0.00008
2024-09-04 15:17:19.671692 |  1.346 | -0.00234
2024-09-04 15:17:19.891050 |  1.384 | -0.00363
2024-09-04 15:17:20.109571 |  1.456 | -0.00385
2024-09-04 15:17:20.330903 |  1.486 | -0.00158
2024-09-04 15:17:20.540190 |  1.568 |  0.00735
2024-09-04 15:17:20.760084 |  1.592 |  0.00550
2024-09-04 15:17:20.983574 |  1.630 |  0.00030
2024-09-04 15:17:21.208054 |  1.638 |  0.00138
2024-09-04 15:17:21.423324 |  1.674 |  0.00223
2024-09-04 15:17:21.640958 |  1.766 |  0.00298
2024-09-04 15:17:21.861833 |  1.784 |  0.00043
2024-09-04 15:17:22.081335 |  1.872 | -0.00071
2024-09-04 15:17:22.302109 |  1.842 | -0.00329
2024-09-04 15:17:22.521369 |  1.954 |  0.00054
2024-09-04 15:17:22.739749 |  1.850 | -0.00448
2024-09-04 15:17:22.958237 |  1.892 |  0.00037
2024-09-04 15:17:23.179249 |  1.856 | -0.00234
2024-09-04 15:17:23.398630 |  1.972 |  0.00131
2024-09-04 15:17:23.615359 |  1.976 |  0.00498
2024-09-04 15:17:23.833980 |  2.050 |  0.00285
2024-09-04 15:17:24.061568 |  2.038 | -0.00471
2024-09-04 15:17:24.274991 |  2.052 |  0.00535
2024-09-04 15:17:24.494398 |  2.142 |  0.00200
2024-09-04 15:17:24.716501 |  2.116 | -0.00676
2024-09-04 15:17:24.939083 |  2.172 | -0.00121
2024-09-04 15:17:25.154141 |  2.082 | -0.00293
2024-09-04 15:17:25.370879 |  2.192 |  0.00342
2024-09-04 15:17:25.593385 |  2.258 | -0.00082
2024-09-04 15:17:25.812635 |  2.310 | -0.00175
2024-09-04 15:17:26.032512 |  2.386 |  0.00163
