time|weight|unit|flag
2024-09-04 15:16:59.276371 |       0 | LG | S
2024-09-04 15:16:59.576719 |       0 | LG | S
2024-09-04 15:16:59.876486 |       0 | LG | S
2024-09-04 15:17:00.176841 |       0 | LG | S
2024-09-04 15:17:00.476203 |       0 | LG | S
2024-09-04 15:17:00.775820 |       0 | LG | S
2024-09-04 15:17:01.078771 |       0 | LG | S
2024-09-04 15:17:01.379056 |       0 | LG | S
2024-09-04 15:17:01.676901 |       0 | LG | S
2024-09-04 15:17:01.975485 |       0 | LG | S
2024-09-04 15:17:02.275874 |       0 | LG | S
2024-09-04 15:17:02.576477 |       0 | LG | S
2024-09-04 15:17:02.876235 |       0 | LG | S
2024-09-04 15:17:03.176451 |       0 | LG | S
2024-09-04 15:17:03.476023 |       0 | LG | S
2024-09-04 15:17:03.775549 |       0 | LG | S
2024-09-04 15:17:04.076094 |       0 | LG | S
2024-09-04 15:17:04.375893 |       0 | LG | S
2024-09-04 15:17:04.675939 |       0 | LG | S
2024-09-04 15:17:04.975474 |       0 | LG | S
2024-09-04 15:17:05.275813 |       0 | LG | S
2024-09-04 15:17:05.575362 |       0 | LG | S
2024-09-04 15:17:05.875960 |       0 | LG | S
2024-09-04 15:17:06.176211 |       0 | LG | S
2024-09-04 15:17:06.474910 |       0 | LG | S
2024-09-04 15:17:06.775271 |       0 | LG | S
2024-09-04 15:17:07.074838 |       0 | LG | S
2024-09-04 15:17:07.377633 |       0 | LG | S
2024-09-04 15:17:07.675990 |       0 | LG | S
2024-09-04 15:17:07.977779 |       0 | LG | S
2024-09-04 15:17:08.277207 |       0 | LG | S
2024-09-04 15:17:08.577364 |       0 | LG | S
2024-09-04 15:17:08.877722 |       0 | LG | S
2024-09-04 15:17:09.175394 |       0 | LG | S
2024-09-04 15:17:09.477536 |       0 | LG | S
2024-09-04 15:17:09.777114 |       0 | LG | S
2024-09-04 15:17:10.077504 |       0 | LG | S
2024-09-04 15:17:10.373704 |       0 | LG | S
2024-09-04 15:17:10.677657 |      -1 | LG | M
2024-09-04 15:17:10.977395 |      -1 | LG | M
2024-09-04 15:17:11.278209 |      -2 | LG | M
2024-09-04 15:17:11.578083 |      -3 | LG | M
2024-09-04 15:17:11.877625 |      -4 | LG | M
2024-09-04 15:17:12.177052 |      -5 | LG | M
2024-09-04 15:17:12.477683 |      -5 | LG | M
2024-09-04 15:17:12.777376 |      -6 | LG | M
2024-09-04 15:17:13.076926 |      -7 | LG | M
2024-09-04 15:17:13.377222 |      -8 | LG | M
2024-09-04 15:17:13.677622 |      -9 | LG | M
2024-09-04 15:17:13.978089 |     -10 | LG | M
2024-09-04 15:17:14.277797 |     -11 | LG | M
2024-09-04 15:17:14.577596 |     -11 | LG | M
2024-09-04 15:17:14.878983 |     -12 | LG | M
2024-09-04 15:17:15.178522 |     -13 | LG | M
2024-09-04 15:17:15.478364 |     -14 | LG | M
2024-09-04 15:17:15.778310 |     -14 | LG | M
2024-09-04 15:17:16.078057 |     -15 | LG | M
2024-09-04 15:17:16.378015 |     -16 | LG | M
2024-09-04 15:17:16.677832 |     -17 | LG | M
2024-09-04 15:17:16.977591 |     -18 | LG | M
2024-09-04 15:17:17.277129 |     -18 | LG | M
2024-09-04 15:17:17.578579 |     -18 | LG | S
2024-09-04 15:17:17.874521 |     -18 | LG | S
2024-09-04 15:17:18.173589 |     -18 | LG | M
2024-09-04 15:17:18.478488 |     -19 | LG | M
2024-09-04 15:17:18.778340 |     -19 | LG | M
2024-09-04 15:17:19.077785 |     -20 | LG | M
2024-09-04 15:17:19.377636 |     -20 | LG | M
2024-09-04 15:17:19.677160 |     -21 | LG | M
2024-09-04 15:17:19.977192 |     -21 | LG | M
2024-09-04 15:17:20.276424 |     -23 | LG | M
2024-09-04 15:17:20.577736 |     -24 | LG | M
2024-09-04 15:17:20.877496 |     -26 | LG | M
2024-09-04 15:17:21.177239 |     -28 | LG | M
2024-09-04 15:17:21.477179 |     -29 | LG | M
2024-09-04 15:17:21.777150 |     -31 | LG | M
2024-09-04 15:17:22.077585 |     -32 | LG | M
2024-09-04 15:17:22.376488 |     -34 | LG | M
2024-09-04 15:17:22.677363 |     -35 | LG | M
2024-09-04 15:17:22.976209 |     -37 | LG | M
2024-09-04 15:17:23.276901 |     -38 | LG | M
2024-09-04 15:17:23.577504 |     -39 | LG | M
2024-09-04 15:17:23.876340 |     -40 | LG | M
2024-09-04 15:17:24.176088 |     -41 | LG | M
2024-09-04 15:17:24.475643 |     -42 | LG | M
2024-09-04 15:17:24.777171 |     -43 | LG | M
2024-09-04 15:17:25.077118 |     -44 | LG | M
2024-09-04 15:17:25.376657 |     -45 | LG | M
2024-09-04 15:17:25.676407 |     -45 | LG | M
2024-09-04 15:17:25.975923 |     -46 | LG | M
2024-09-04 15:17:26.275770 |     -47 | LG | M
2024-09-04 15:17:26.575726 |     -48 | LG | M
2024-09-04 15:17:26.876910 |     -49 | LG | M
2024-09-04 15:17:27.176655 |     -50 | LG | M
2024-09-04 15:17:27.475760 |     -50 | LG | M
2024-09-04 15:17:27.776449 |     -51 | LG | M
2024-09-04 15:17:28.075383 |     -52 | LG | M
2024-09-04 15:17:28.375754 |     -52 | LG | M
2024-09-04 15:17:28.676546 |     -53 | LG | M
