time|weight|unit|flag
2024-09-04 16:18:23.523932 |       1 | LG | S
2024-09-04 16:18:23.824215 |       1 | LG | S
2024-09-04 16:18:24.124283 |       1 | LG | S
2024-09-04 16:18:24.423531 |       1 | LG | S
2024-09-04 16:18:24.723658 |       1 | LG | S
2024-09-04 16:18:25.023779 |       1 | LG | S
2024-09-04 16:18:25.323909 |       1 | LG | S
2024-09-04 16:18:25.625658 |       0 | LG | S
2024-09-04 16:18:25.927244 |       0 | LG | S
2024-09-04 16:18:26.227376 |       0 | LG | S
2024-09-04 16:18:26.523751 |       0 | LG | S
2024-09-04 16:18:26.823719 |       0 | LG | S
2024-09-04 16:18:27.125132 |       0 | LG | S
2024-09-04 16:18:27.426841 |       0 | LG | S
2024-09-04 16:18:27.727661 |       0 | LG | S
2024-09-04 16:18:28.026886 |       0 | LG | S
2024-09-04 16:18:28.326733 |       0 | LG | S
2024-09-04 16:18:28.625232 |       0 | LG | S
2024-09-04 16:18:28.926797 |       0 | LG | S
2024-09-04 16:18:29.226716 |       0 | LG | S
2024-09-04 16:18:29.526662 |       0 | LG | S
2024-09-04 16:18:29.826713 |       0 | LG | S
2024-09-04 16:18:30.124971 |       0 | LG | S
2024-09-04 16:18:30.426820 |       0 | LG | S
2024-09-04 16:18:30.724644 |       0 | LG | S
2024-09-04 16:18:31.026224 |       0 | LG | S
2024-09-04 16:18:31.326064 |       0 | LG | S
2024-09-04 16:18:31.625188 |       0 | LG | S
2024-09-04 16:18:31.926173 |       0 | LG | S
2024-09-04 16:18:32.225991 |       0 | LG | S
2024-09-04 16:18:32.526159 |       0 | LG | S
2024-09-04 16:18:32.826312 |       0 | LG | S
2024-09-04 16:18:33.124764 |       0 | LG | S
2024-09-04 16:18:33.426534 |       0 | LG | S
2024-09-04 16:18:33.725846 |       0 | LG | S
2024-09-04 16:18:34.026109 |       0 | LG | S
2024-09-04 16:18:34.322833 |       0 | LG | M
2024-09-04 16:18:34.627195 |      -2 | LG | M
2024-09-04 16:18:34.926710 |      -3 | LG | M
2024-09-04 16:18:35.225827 |     -17 | LG | M
2024-09-04 16:18:35.526032 |     -24 | LG | M
2024-09-04 16:18:35.826549 |     -24 | LG | M
2024-09-04 16:18:36.127312 |     -22 | LG | M
2024-09-04 16:18:36.426355 |     -15 | LG | M
2024-09-04 16:18:36.726935 |     -10 | LG | M
2024-09-04 16:18:37.025386 |      -9 | LG | M
2024-09-04 16:18:37.325499 |     -11 | LG | M
2024-09-04 16:18:37.625977 |     -14 | LG | M
2024-09-04 16:18:37.926546 |     -14 | LG | M
2024-09-04 16:18:38.225670 |     -14 | LG | M
2024-09-04 16:18:38.526232 |     -14 | LG | S
2024-09-04 16:18:38.823280 |     -14 | LG | M
2024-09-04 16:18:39.125191 |     -17 | LG | M
2024-09-04 16:18:39.425751 |     -19 | LG | M
2024-09-04 16:18:39.726114 |     -21 | LG | M
2024-09-04 16:18:40.026803 |     -22 | LG | M
2024-09-04 16:18:40.325896 |     -22 | LG | M
2024-09-04 16:18:40.626221 |     -21 | LG | M
2024-09-04 16:18:40.925074 |     -22 | LG | M
2024-09-04 16:18:41.225888 |     -23 | LG | M
2024-09-04 16:18:41.525018 |     -26 | LG | M
2024-09-04 16:18:41.825737 |     -28 | LG | M
2024-09-04 16:18:42.126418 |     -30 | LG | M
2024-09-04 16:18:42.426204 |     -32 | LG | M
2024-09-04 16:18:42.726049 |     -33 | LG | M
2024-09-04 16:18:43.025958 |     -33 | LG | M
2024-09-04 16:18:43.325709 |     -34 | LG | M
2024-09-04 16:18:43.625264 |     -36 | LG | M
2024-09-04 16:18:43.925369 |     -37 | LG | M
2024-09-04 16:18:44.225474 |     -39 | LG | M
2024-09-04 16:18:44.525413 |     -40 | LG | M
2024-09-04 16:18:44.824510 |     -40 | LG | M
2024-09-04 16:18:45.125285 |     -42 | LG | M
2024-09-04 16:18:45.424177 |     -44 | LG | M
2024-09-04 16:18:45.724903 |     -45 | LG | M
2024-09-04 16:18:46.025679 |     -46 | LG | M
2024-09-04 16:18:46.324927 |     -47 | LG | M
2024-09-04 16:18:46.623993 |     -47 | LG | M
2024-09-04 16:18:46.924316 |     -49 | LG | M
2024-09-04 16:18:47.225068 |     -50 | LG | M
2024-09-04 16:18:47.525230 |     -51 | LG | M
2024-09-04 16:18:47.825302 |     -53 | LG | M
2024-09-04 16:18:48.125438 |     -53 | LG | M
2024-09-04 16:18:48.423945 |     -54 | LG | M
2024-09-04 16:18:48.724097 |     -55 | LG | M
2024-09-04 16:18:49.024232 |     -56 | LG | M
2024-09-04 16:18:49.324498 |     -57 | LG | M
2024-09-04 16:18:49.624638 |     -58 | LG | M
2024-09-04 16:18:49.924585 |     -58 | LG | M
2024-09-04 16:18:50.224608 |     -58 | LG | M
2024-09-04 16:18:50.524801 |     -59 | LG | M
2024-09-04 16:18:50.824922 |     -60 | LG | M
2024-09-04 16:18:51.123247 |     -61 | LG | M
2024-09-04 16:18:51.423566 |     -62 | LG | M
2024-09-04 16:18:51.723937 |     -62 | LG | M
2024-09-04 16:18:52.023958 |     -63 | LG | M
2024-09-04 16:18:52.324133 |     -63 | LG | M
2024-09-04 16:18:52.624343 |     -63 | LG | S
2024-09-04 16:18:52.924664 |     -63 | LG | M
2024-09-04 16:18:53.223288 |     -62 | LG | M
