2024-08-15 15:36:24.539597 |  0.000 | -0.03125
2024-08-15 15:36:24.659961 |  0.000 | -0.02558
2024-08-15 15:36:24.781104 |  0.000 | -0.02057
2024-08-15 15:36:24.878196 |  0.000 |  0.01129
2024-08-15 15:36:24.990226 |  0.000 |  0.02226
2024-08-15 15:36:25.119587 |  0.042 |  0.02087
2024-08-15 15:36:25.255357 |  0.000 |  0.00828
2024-08-15 15:36:25.394970 |  0.108 |  0.00256
2024-08-15 15:36:25.518961 |  0.580 |  0.00455
2024-08-15 15:36:25.645093 |  1.926 |  0.00444
2024-08-15 15:36:25.769755 |  5.208 |  0.00580
2024-08-15 15:36:25.897120 |  5.128 |  0.00158
2024-08-15 15:36:26.025344 |  6.632 |  0.00217
2024-08-15 15:36:26.151387 |  6.618 |  0.00068
2024-08-15 15:36:26.277747 |  7.914 |  0.00216
2024-08-15 15:36:26.408491 |  9.840 |  0.00217
2024-08-15 15:36:26.526605 | 10.576 |  0.01003
2024-08-15 15:36:26.653228 |  8.164 |  0.00657
2024-08-15 15:36:26.783740 |  1.604 |  0.00207
2024-08-15 15:36:26.912989 | -0.000 |  0.00179
2024-08-15 15:36:27.040016 |  0.074 |  0.00064
2024-08-15 15:36:27.166724 |  2.454 | -0.00012
2024-08-15 15:36:27.291490 |  5.928 |  0.00113
2024-08-15 15:36:27.417364 | 10.802 |  0.00163
2024-08-15 15:36:27.549103 | 12.418 |  0.00060
2024-08-15 15:36:27.669253 | 13.924 |  0.00646
2024-08-15 15:36:27.791489 | 12.834 |  0.00740
2024-08-15 15:36:27.921137 | 13.076 |  0.00660
2024-08-15 15:36:28.051249 | 14.054 |  0.00247
2024-08-15 15:36:28.181242 | 17.556 | -0.00077
2024-08-15 15:36:28.309118 | 17.748 | -0.00343
2024-08-15 15:36:28.435371 | 15.062 | -0.00654
2024-08-15 15:36:28.565067 | 15.310 | -0.00231
2024-08-15 15:36:28.682875 | 13.766 |  0.00344
2024-08-15 15:36:28.802884 | 13.664 |  0.00909
2024-08-15 15:36:28.931008 | 13.248 |  0.00695
2024-08-15 15:36:29.060387 | 13.616 |  0.00641
2024-08-15 15:36:29.190748 | 15.920 |  0.00239
2024-08-15 15:36:29.321030 | 15.752 | -0.00507
2024-08-15 15:36:29.449250 | 16.886 | -0.00449
2024-08-15 15:36:29.573379 | 20.012 | -0.00261
2024-08-15 15:36:29.702710 | 20.156 | -0.00085
2024-08-15 15:36:29.823008 | 20.332 |  0.00487
2024-08-15 15:36:29.949119 | 18.634 |  0.00189
2024-08-15 15:36:30.078523 | 19.206 |  0.00134
2024-08-15 15:36:30.202863 | 19.246 |  0.00312
2024-08-15 15:36:30.330492 | 17.264 | -0.00147
2024-08-15 15:36:30.459032 | 15.726 | -0.00361
2024-08-15 15:36:30.585170 | 15.070 | -0.00413
2024-08-15 15:36:30.715136 | 15.220 | -0.00019
2024-08-15 15:36:30.834516 | 16.244 |  0.00683
2024-08-15 15:36:30.961143 | 18.858 |  0.00583
2024-08-15 15:36:31.091510 | 20.572 |  0.00144
2024-08-15 15:36:31.221555 | 20.608 | -0.00256
2024-08-15 15:36:31.349408 | 21.604 | -0.00446
2024-08-15 15:36:31.475029 | 20.316 | -0.00654
2024-08-15 15:36:31.599525 | 20.140 | -0.00541
2024-08-15 15:36:31.722812 | 21.630 |  0.00017
2024-08-15 15:36:31.846609 | 20.750 |  0.00462
2024-08-15 15:36:31.968164 | 21.258 |  0.01192
2024-08-15 15:36:32.097275 | 20.736 |  0.00633
2024-08-15 15:36:32.228409 | 18.446 |  0.00097
2024-08-15 15:36:32.358769 | 14.094 | -0.00320
2024-08-15 15:36:32.486537 | 13.252 | -0.00534
2024-08-15 15:36:32.611926 | 13.352 | -0.00185
2024-08-15 15:36:32.733792 | 13.464 |  0.00227
2024-08-15 15:36:32.864767 | 15.384 |  0.00238
2024-08-15 15:36:32.987150 | 17.642 |  0.00597
2024-08-15 15:36:33.115410 | 19.970 |  0.00371
2024-08-15 15:36:33.245655 | 20.124 | -0.00056
2024-08-15 15:36:33.374907 | 19.838 | -0.00666
2024-08-15 15:36:33.501789 | 21.654 | -0.00470
2024-08-15 15:36:33.625413 | 21.718 | -0.00231
2024-08-15 15:36:33.749933 | 22.036 | -0.00082
2024-08-15 15:36:33.875556 | 22.050 |  0.00076
2024-08-15 15:36:34.005519 | 22.264 |  0.00069
2024-08-15 15:36:34.127802 | 22.910 |  0.00441
2024-08-15 15:36:34.250430 | 22.972 |  0.00793
2024-08-15 15:36:34.379810 | 22.802 |  0.00157
2024-08-15 15:36:34.508301 | 21.542 | -0.00097
2024-08-15 15:36:34.636298 | 19.730 | -0.00296
