time|displacement|delay
2024-08-28 15:02:54.795333 |  0.010 | -0.03247
2024-08-28 15:02:54.898848 |  0.010 | -0.00416
2024-08-28 15:02:55.002965 |  0.010 |  0.02350
2024-08-28 15:02:55.404046 |  0.010 |  0.02278
2024-08-28 15:02:55.539974 |  0.010 |  0.01861
2024-08-28 15:02:55.676476 |  0.010 |  0.01385
2024-08-28 15:02:55.811240 |  0.010 |  0.01085
2024-08-28 15:02:55.943741 |  0.010 |  0.01006
2024-08-28 15:02:56.074961 |  0.010 |  0.01056
2024-08-28 15:02:56.206090 |  0.010 |  0.01129
2024-08-28 15:02:56.337715 |  0.010 |  0.01144
2024-08-28 15:02:56.475050 |  0.010 |  0.01081
2024-08-28 15:02:56.602595 |  0.010 |  0.01506
2024-08-28 15:02:56.735219 |  0.010 |  0.01416
2024-08-28 15:02:56.870441 |  0.010 |  0.01067
2024-08-28 15:02:57.005450 |  0.010 |  0.00743
2024-08-28 15:02:57.138554 |  0.010 |  0.00606
2024-08-28 15:02:57.270599 |  0.010 |  0.00580
2024-08-28 15:02:57.402090 |  0.010 |  0.00606
2024-08-28 15:02:57.533467 |  0.010 |  0.00645
2024-08-28 15:02:57.669919 |  0.010 |  0.00684
2024-08-28 15:02:57.796836 |  0.010 |  0.01168
2024-08-28 15:02:57.929360 |  0.010 |  0.01090
2024-08-28 15:02:58.064603 |  0.010 |  0.00737
2024-08-28 15:02:58.199855 |  0.010 |  0.00383
2024-08-28 15:02:58.333334 |  0.010 |  0.00224
2024-08-28 15:02:58.464342 |  0.010 |  0.00301
2024-08-28 15:02:58.595357 |  0.010 |  0.00361
2024-08-28 15:02:58.731915 |  0.010 |  0.00387
2024-08-28 15:02:58.858707 |  0.010 |  0.00885
2024-08-28 15:02:58.990868 |  0.010 |  0.00845
2024-08-28 15:02:59.124970 |  0.010 |  0.00631
2024-08-28 15:02:59.259851 |  0.010 |  0.00313
2024-08-28 15:02:59.393843 |  0.010 |  0.00063
2024-08-28 15:02:59.526224 |  0.010 |  0.00000
2024-08-28 15:02:59.657206 |  0.010 |  0.00077
2024-08-28 15:02:59.784196 |  0.010 |  0.00554
