time|weight|unit|flag
2024-08-28 14:34:20.684164 |       0 | LG | S
2024-08-28 14:34:20.984764 |       0 | LG | S
2024-08-28 14:34:21.284369 |       0 | LG | S
2024-08-28 14:34:21.584742 |       0 | LG | S
2024-08-28 14:34:21.885141 |       0 | LG | S
2024-08-28 14:34:22.184860 |       0 | LG | S
2024-08-28 14:34:22.485175 |       0 | LG | S
2024-08-28 14:34:22.784745 |       0 | LG | S
2024-08-28 14:34:23.085038 |       0 | LG | S
2024-08-28 14:34:23.386246 |       0 | LG | S
2024-08-28 14:34:23.686003 |       0 | LG | S
2024-08-28 14:34:23.985438 |       0 | LG | S
2024-08-28 14:34:24.285808 |       0 | LG | S
2024-08-28 14:34:24.586122 |       0 | LG | S
2024-08-28 14:34:24.886512 |       0 | LG | S
2024-08-28 14:34:25.186273 |       0 | LG | S
2024-08-28 14:34:25.486546 |       0 | LG | S
2024-08-28 14:34:25.786090 |       0 | LG | S
2024-08-28 14:34:26.086627 |       0 | LG | S
2024-08-28 14:34:26.387834 |       0 | LG | S
2024-08-28 14:34:26.689826 |      -1 | LG | M
2024-08-28 14:34:26.990120 |      -8 | LG | M
2024-08-28 14:34:27.290306 |     -19 | LG | M
2024-08-28 14:34:27.590609 |     -79 | LG | M
2024-08-28 14:34:27.891756 |    -160 | LG | M
2024-08-28 14:34:28.192737 |    -170 | LG | M
2024-08-28 14:34:28.491915 |    -176 | LG | M
2024-08-28 14:34:28.790862 |    -177 | LG | M
2024-08-28 14:34:29.092053 |    -188 | LG | M
2024-08-28 14:34:29.391182 |    -200 | LG | M
2024-08-28 14:34:29.692535 |    -207 | LG | M
2024-08-28 14:34:29.991589 |    -212 | LG | M
2024-08-28 14:34:30.293630 |    -219 | LG | M
2024-08-28 14:34:30.593105 |    -233 | LG | M
2024-08-28 14:34:30.893247 |    -234 | LG | M
2024-08-28 14:34:31.193588 |    -236 | LG | M
2024-08-28 14:34:31.493593 |    -257 | LG | M
2024-08-28 14:34:31.793071 |    -266 | LG | M
2024-08-28 14:34:32.092395 |    -272 | LG | M
2024-08-28 14:34:32.392243 |    -297 | LG | M
2024-08-28 14:34:32.692409 |    -301 | LG | M
2024-08-28 14:34:32.993357 |    -302 | LG | M
2024-08-28 14:34:33.293960 |    -314 | LG | M
2024-08-28 14:34:33.592863 |    -319 | LG | M
2024-08-28 14:34:33.893754 |    -323 | LG | M
2024-08-28 14:34:34.195174 |    -350 | LG | M
2024-08-28 14:34:34.495549 |    -357 | LG | M
2024-08-28 14:34:34.793384 |    -358 | LG | M
2024-08-28 14:34:35.095756 |    -364 | LG | M
2024-08-28 14:34:35.395370 |    -365 | LG | M
2024-08-28 14:34:35.694792 |    -377 | LG | M
2024-08-28 14:34:35.994979 |    -399 | LG | M
2024-08-28 14:34:36.295651 |    -399 | LG | M
2024-08-28 14:34:36.596467 |    -402 | LG | M
2024-08-28 14:34:36.895051 |    -406 | LG | M
2024-08-28 14:34:37.196546 |    -406 | LG | M
2024-08-28 14:34:37.495439 |    -413 | LG | M
2024-08-28 14:34:37.795163 |    -427 | LG | M
2024-08-28 14:34:38.096895 |    -427 | LG | M
2024-08-28 14:34:38.396220 |    -433 | LG | M
2024-08-28 14:34:38.696400 |    -460 | LG | M
2024-08-28 14:34:38.996681 |    -465 | LG | M
2024-08-28 14:34:39.296792 |    -472 | LG | M
2024-08-28 14:34:39.597407 |    -501 | LG | M
2024-08-28 14:34:39.897461 |    -505 | LG | M
2024-08-28 14:34:40.197827 |    -506 | LG | M
2024-08-28 14:34:40.497735 |    -523 | LG | M
2024-08-28 14:34:40.797900 |    -533 | LG | M
2024-08-28 14:34:41.098281 |    -533 | LG | M
2024-08-28 14:34:41.396357 |    -541 | LG | M
2024-08-28 14:34:41.697206 |    -558 | LG | M
2024-08-28 14:34:41.998424 |    -559 | LG | M
2024-08-28 14:34:42.297140 |    -572 | LG | M
2024-08-28 14:34:42.597727 |    -590 | LG | M
2024-08-28 14:34:42.899068 |    -590 | LG | M
2024-08-28 14:34:43.197636 |    -598 | LG | M
2024-08-28 14:34:43.498910 |    -616 | LG | M
2024-08-28 14:34:43.797892 |    -617 | LG | M
2024-08-28 14:34:44.098684 |    -621 | LG | M
2024-08-28 14:34:44.399905 |    -638 | LG | M
2024-08-28 14:34:44.699206 |    -639 | LG | M
2024-08-28 14:34:44.998763 |    -639 | LG | M
2024-08-28 14:34:45.298158 |    -653 | LG | M
2024-08-28 14:34:45.600000 |    -667 | LG | M
2024-08-28 14:34:45.899317 |    -667 | LG | M
2024-08-28 14:34:46.199003 |    -676 | LG | M
2024-08-28 14:34:46.499304 |    -688 | LG | M
2024-08-28 14:34:46.798890 |    -688 | LG | M
2024-08-28 14:34:47.100678 |    -691 | LG | M
2024-08-28 14:34:47.400684 |    -703 | LG | M
2024-08-28 14:34:47.701150 |    -704 | LG | M
2024-08-28 14:34:47.999176 |    -704 | LG | M
2024-08-28 14:34:48.299971 |    -716 | LG | M
2024-08-28 14:34:48.601176 |    -727 | LG | M
2024-08-28 14:34:48.901126 |    -726 | LG | M
2024-08-28 14:34:49.201221 |    -727 | LG | M
2024-08-28 14:34:49.501727 |    -739 | LG | M
2024-08-28 14:34:49.799791 |    -748 | LG | M
2024-08-28 14:34:50.100581 |    -746 | LG | M
2024-08-28 14:34:50.400977 |    -746 | LG | M
2024-08-28 14:34:50.701761 |    -750 | LG | M
2024-08-28 14:34:51.000659 |    -755 | LG | M
2024-08-28 14:34:51.301751 |    -754 | LG | M
2024-08-28 14:34:51.602934 |    -754 | LG | M
2024-08-28 14:34:51.901943 |    -762 | LG | M
2024-08-28 14:34:52.202632 |    -767 | LG | M
2024-08-28 14:34:52.503261 |    -766 | LG | M
2024-08-28 14:34:52.801571 |    -777 | LG | M
2024-08-28 14:34:53.102828 |    -779 | LG | M
2024-08-28 14:34:53.403793 |    -778 | LG | M
2024-08-28 14:34:53.702960 |    -780 | LG | M
2024-08-28 14:34:54.003995 |    -788 | LG | M
2024-08-28 14:34:54.302693 |    -786 | LG | M
2024-08-28 14:34:54.604020 |    -785 | LG | M
2024-08-28 14:34:54.902414 |    -788 | LG | M
2024-08-28 14:34:55.203439 |    -793 | LG | M
2024-08-28 14:34:55.502974 |    -795 | LG | M
2024-08-28 14:34:55.805037 |    -797 | LG | M
2024-08-28 14:34:56.104575 |    -799 | LG | M
2024-08-28 14:34:56.404224 |    -799 | LG | M
2024-08-28 14:34:56.703323 |    -801 | LG | M
2024-08-28 14:34:57.004567 |    -804 | LG | M
2024-08-28 14:34:57.303226 |    -806 | LG | M
2024-08-28 14:34:57.604451 |    -804 | LG | M
2024-08-28 14:34:57.905724 |    -805 | LG | M
2024-08-28 14:34:58.204667 |    -809 | LG | M
2024-08-28 14:34:58.506250 |    -810 | LG | M
2024-08-28 14:34:58.806166 |    -810 | LG | M
2024-08-28 14:34:59.106100 |    -811 | LG | M
2024-08-28 14:34:59.406022 |    -812 | LG | M
2024-08-28 14:34:59.705719 |    -815 | LG | M
2024-08-28 14:35:00.005363 |    -818 | LG | M
2024-08-28 14:35:00.304726 |    -825 | LG | M
2024-08-28 14:35:00.606730 |    -825 | LG | M
2024-08-28 14:35:00.906052 |    -823 | LG | M
2024-08-28 14:35:01.205609 |    -822 | LG | M
2024-08-28 14:35:01.505110 |    -826 | LG | M
2024-08-28 14:35:01.806991 |    -830 | LG | M
2024-08-28 14:35:02.107009 |    -829 | LG | M
2024-08-28 14:35:02.406543 |    -830 | LG | M
2024-08-28 14:35:02.706495 |    -832 | LG | M
2024-08-28 14:35:03.006519 |    -831 | LG | M
2024-08-28 14:35:03.306672 |    -832 | LG | M
2024-08-28 14:35:03.606907 |    -831 | LG | M
2024-08-28 14:35:03.907171 |    -831 | LG | M
2024-08-28 14:35:04.207269 |    -831 | LG | M
2024-08-28 14:35:04.507633 |    -831 | LG | M
2024-08-28 14:35:04.807747 |    -831 | LG | M
2024-08-28 14:35:05.108131 |    -830 | LG | S
2024-08-28 14:35:05.408442 |    -830 | LG | M
2024-08-28 14:35:05.708596 |    -829 | LG | M
2024-08-28 14:35:06.008310 |    -828 | LG | M
2024-08-28 14:35:06.308017 |    -827 | LG | M
