time|weight|unit|flag
2024-08-28 15:40:07.485985 |       0 | LG | S
2024-08-28 15:40:07.786406 |       0 | LG | S
2024-08-28 15:40:08.087591 |       0 | LG | S
2024-08-28 15:40:08.386321 |       0 | LG | S
2024-08-28 15:40:08.686756 |       0 | LG | S
2024-08-28 15:40:08.986409 |       0 | LG | S
2024-08-28 15:40:09.286645 |       0 | LG | S
2024-08-28 15:40:09.587848 |       0 | LG | S
2024-08-28 15:40:09.886525 |       0 | LG | S
2024-08-28 15:40:10.187029 |       0 | LG | S
2024-08-28 15:40:10.487402 |       0 | LG | S
2024-08-28 15:40:10.789226 |       0 | LG | S
2024-08-28 15:40:11.087924 |       0 | LG | S
2024-08-28 15:40:11.389611 |       0 | LG | S
2024-08-28 15:40:11.690107 |       0 | LG | S
2024-08-28 15:40:11.989533 |       0 | LG | S
2024-08-28 15:40:12.289843 |       0 | LG | S
2024-08-28 15:40:12.588290 |       0 | LG | S
2024-08-28 15:40:12.887829 |       0 | LG | S
2024-08-28 15:40:13.190653 |       0 | LG | S
2024-08-28 15:40:13.490205 |       0 | LG | S
2024-08-28 15:40:13.790244 |       0 | LG | M
2024-08-28 15:40:14.091233 |      -2 | LG | M
2024-08-28 15:40:14.390983 |      -4 | LG | M
2024-08-28 15:40:14.690633 |      -9 | LG | M
2024-08-28 15:40:14.990988 |     -19 | LG | M
2024-08-28 15:40:15.291574 |     -20 | LG | M
2024-08-28 15:40:15.591887 |     -23 | LG | M
2024-08-28 15:40:15.890859 |     -29 | LG | M
2024-08-28 15:40:16.191379 |     -41 | LG | M
2024-08-28 15:40:16.491583 |     -52 | LG | M
2024-08-28 15:40:16.791158 |     -58 | LG | M
2024-08-28 15:40:17.092608 |     -61 | LG | M
2024-08-28 15:40:17.392459 |     -64 | LG | M
2024-08-28 15:40:17.691945 |     -66 | LG | M
2024-08-28 15:40:17.991700 |     -67 | LG | M
2024-08-28 15:40:18.291458 |     -69 | LG | M
2024-08-28 15:40:18.592956 |     -71 | LG | M
2024-08-28 15:40:18.891865 |     -73 | LG | M
2024-08-28 15:40:19.192594 |     -76 | LG | M
2024-08-28 15:40:19.493273 |     -78 | LG | M
2024-08-28 15:40:19.792005 |     -79 | LG | M
2024-08-28 15:40:20.092569 |     -82 | LG | M
2024-08-28 15:40:20.393178 |     -86 | LG | M
2024-08-28 15:40:20.692270 |     -94 | LG | M
2024-08-28 15:40:20.994199 |    -105 | LG | M
2024-08-28 15:40:21.293378 |    -115 | LG | M
2024-08-28 15:40:21.593019 |    -120 | LG | M
2024-08-28 15:40:21.894622 |    -120 | LG | M
2024-08-28 15:40:22.194132 |    -118 | LG | M
2024-08-28 15:40:22.493647 |    -104 | LG | M
2024-08-28 15:40:22.794628 |     -94 | LG | M
2024-08-28 15:40:23.093513 |    -101 | LG | M
2024-08-28 15:40:23.395228 |    -112 | LG | M
2024-08-28 15:40:23.695189 |    -117 | LG | M
2024-08-28 15:40:23.994756 |    -121 | LG | M
2024-08-28 15:40:24.293828 |    -122 | LG | M
2024-08-28 15:40:24.595563 |    -124 | LG | M
2024-08-28 15:40:24.894608 |    -127 | LG | M
2024-08-28 15:40:25.193872 |    -129 | LG | M
2024-08-28 15:40:25.494964 |    -129 | LG | M
2024-08-28 15:40:25.793902 |    -130 | LG | M
2024-08-28 15:40:26.095913 |    -132 | LG | M
2024-08-28 15:40:26.395734 |    -135 | LG | M
2024-08-28 15:40:26.695255 |    -137 | LG | M
2024-08-28 15:40:26.995243 |    -140 | LG | M
2024-08-28 15:40:27.294909 |    -142 | LG | M
2024-08-28 15:40:27.594463 |    -146 | LG | M
2024-08-28 15:40:27.896433 |    -149 | LG | M
2024-08-28 15:40:28.196143 |    -151 | LG | M
2024-08-28 15:40:28.496551 |    -153 | LG | M
2024-08-28 15:40:28.796904 |    -156 | LG | M
2024-08-28 15:40:29.096752 |    -162 | LG | M
2024-08-28 15:40:29.395206 |    -164 | LG | M
2024-08-28 15:40:29.696236 |    -164 | LG | M
2024-08-28 15:40:29.997122 |    -164 | LG | S
2024-08-28 15:40:30.291939 |    -164 | LG | M
2024-08-28 15:40:30.594910 |    -166 | LG | M
2024-08-28 15:40:30.895689 |    -167 | LG | M
2024-08-28 15:40:31.196460 |    -169 | LG | M
2024-08-28 15:40:31.497319 |    -170 | LG | M
2024-08-28 15:40:31.796683 |    -172 | LG | M
2024-08-28 15:40:32.096003 |    -174 | LG | M
2024-08-28 15:40:32.397562 |    -175 | LG | M
2024-08-28 15:40:32.696955 |    -176 | LG | M
2024-08-28 15:40:32.995966 |    -177 | LG | M
2024-08-28 15:40:33.297556 |    -178 | LG | M
2024-08-28 15:40:33.596710 |    -178 | LG | M
2024-08-28 15:40:33.898524 |    -179 | LG | M
2024-08-28 15:40:34.197524 |    -180 | LG | M
2024-08-28 15:40:34.496846 |    -181 | LG | M
2024-08-28 15:40:34.798449 |    -182 | LG | M
2024-08-28 15:40:35.097762 |    -183 | LG | M
2024-08-28 15:40:35.397093 |    -185 | LG | M
2024-08-28 15:40:35.698629 |    -188 | LG | M
2024-08-28 15:40:35.997944 |    -191 | LG | M
2024-08-28 15:40:36.297855 |    -193 | LG | M
2024-08-28 15:40:36.597773 |    -195 | LG | M
2024-08-28 15:40:36.897722 |    -196 | LG | M
2024-08-28 15:40:37.197614 |    -196 | LG | M
2024-08-28 15:40:37.497385 |    -197 | LG | M
2024-08-28 15:40:37.797229 |    -198 | LG | M
2024-08-28 15:40:38.099617 |    -200 | LG | M
2024-08-28 15:40:38.399179 |    -200 | LG | M
2024-08-28 15:40:38.698673 |    -201 | LG | M
2024-08-28 15:40:38.998186 |    -201 | LG | M
2024-08-28 15:40:39.299913 |    -201 | LG | M
2024-08-28 15:40:39.599045 |    -202 | LG | M
2024-08-28 15:40:39.898606 |    -203 | LG | M
2024-08-28 15:40:40.200450 |    -204 | LG | M
2024-08-28 15:40:40.499808 |    -205 | LG | M
2024-08-28 15:40:40.799352 |    -205 | LG | M
2024-08-28 15:40:41.098905 |    -206 | LG | M
2024-08-28 15:40:41.398418 |    -207 | LG | M
2024-08-28 15:40:41.700001 |    -207 | LG | M
2024-08-28 15:40:41.999650 |    -208 | LG | M
2024-08-28 15:40:42.299175 |    -208 | LG | M
2024-08-28 15:40:42.598714 |    -208 | LG | M
2024-08-28 15:40:42.900773 |    -209 | LG | M
2024-08-28 15:40:43.200309 |    -209 | LG | M
2024-08-28 15:40:43.499585 |    -210 | LG | M
2024-08-28 15:40:43.799855 |    -210 | LG | M
2024-08-28 15:40:44.100036 |    -210 | LG | M
2024-08-28 15:40:44.400240 |    -210 | LG | M
2024-08-28 15:40:44.700421 |    -210 | LG | S
2024-08-28 15:40:44.996980 |    -210 | LG | S
2024-08-28 15:40:45.299719 |    -211 | LG | S
2024-08-28 15:40:45.600049 |    -211 | LG | S
2024-08-28 15:40:45.900647 |    -211 | LG | S
2024-08-28 15:40:46.197071 |    -211 | LG | S
2024-08-28 15:40:46.498342 |    -211 | LG | M
2024-08-28 15:40:46.801020 |    -212 | LG | M
