time|displacement|delay
2024-09-13 16:31:41.954085 |  0.172 | -0.00718
2024-09-13 16:31:42.075658 |  0.172 |  0.00082
2024-09-13 16:31:42.330295 |  0.172 |  0.00529
2024-09-13 16:31:42.450493 |  0.172 |  0.01477
2024-09-13 16:31:42.578596 |  0.172 |  0.01622
2024-09-13 16:31:42.711853 |  0.172 |  0.01237
2024-09-13 16:31:42.851417 |  0.172 |  0.00741
2024-09-13 16:31:42.979395 |  0.172 |  0.00905
2024-09-13 16:31:43.109737 |  0.172 |  0.00821
2024-09-13 16:31:43.241357 |  0.172 |  0.00615
2024-09-13 16:31:43.371705 |  0.172 |  0.00534
2024-09-13 16:31:43.502101 |  0.172 |  0.00449
2024-09-13 16:31:43.632224 |  0.172 |  0.00708
2024-09-13 16:31:43.761943 |  0.172 |  0.00374
2024-09-13 16:31:43.898331 |  0.172 |  0.00517
2024-09-13 16:31:44.022830 |  0.172 |  0.00706
2024-09-13 16:31:44.151587 |  0.172 |  0.00785
2024-09-13 16:31:44.281197 |  0.172 |  0.00778
2024-09-13 16:31:44.413432 |  0.172 |  0.00507
2024-09-13 16:31:44.545938 |  0.172 |  0.00225
2024-09-13 16:31:44.672564 |  0.172 |  0.00517
2024-09-13 16:31:44.802322 |  0.172 |  0.00483
2024-09-13 16:31:44.933731 |  0.172 |  0.00298
2024-09-13 16:31:45.069049 |  0.172 |  0.00226
2024-09-13 16:31:45.194326 |  0.172 |  0.00654
2024-09-13 16:31:45.324449 |  0.172 |  0.00598
2024-09-13 16:31:45.456936 |  0.172 |  0.00303
2024-09-13 16:31:45.589317 |  0.172 |  0.00019
2024-09-13 16:31:45.720192 |  0.172 | -0.00114
2024-09-13 16:31:45.849702 |  0.172 | -0.00109
2024-09-13 16:31:45.978312 |  0.172 | -0.00017
2024-09-13 16:31:46.112174 |  0.186 |  0.00393
2024-09-13 16:31:46.234442 |  0.212 |  0.00996
2024-09-13 16:31:46.363815 |  0.210 |  0.00808
2024-09-13 16:31:46.493666 |  0.204 |  0.00813
2024-09-13 16:31:46.627790 |  0.204 |  0.00632
2024-09-13 16:31:46.762041 |  0.208 |  0.00151
2024-09-13 16:31:46.895555 |  0.208 | -0.00550
2024-09-13 16:31:47.026572 |  0.200 | -0.00659
2024-09-13 16:31:47.153675 |  0.202 | -0.00162
2024-09-13 16:31:47.285265 |  0.224 |  0.00057
2024-09-13 16:31:47.404789 |  0.208 |  0.00769
2024-09-13 16:31:47.534904 |  0.204 |  0.00797
2024-09-13 16:31:47.666157 |  0.200 |  0.00627
2024-09-13 16:31:47.800668 |  0.214 |  0.00461
2024-09-13 16:31:47.933681 |  0.234 | -0.00010
2024-09-13 16:31:48.066675 |  0.264 | -0.00355
2024-09-13 16:31:48.196673 |  0.284 | -0.00399
2024-09-13 16:31:48.330395 |  0.310 | -0.00306
2024-09-13 16:31:48.453552 |  0.332 |  0.00334
2024-09-13 16:31:48.580170 |  0.334 |  0.00712
2024-09-13 16:31:48.712282 |  0.338 |  0.00455
2024-09-13 16:31:48.846540 |  0.350 |  0.00036
2024-09-13 16:31:48.979554 |  0.358 | -0.00324
2024-09-13 16:31:49.110388 |  0.358 | -0.00785
2024-09-13 16:31:49.235777 |  0.356 | -0.00366
2024-09-13 16:31:49.362042 |  0.362 |  0.00293
2024-09-13 16:31:49.495497 |  0.370 |  0.00412
2024-09-13 16:31:49.622277 |  0.374 |  0.00652
2024-09-13 16:31:49.754898 |  0.374 |  0.00075
2024-09-13 16:31:49.885400 |  0.376 |  0.00248
2024-09-13 16:31:50.016406 |  0.382 |  0.00142
2024-09-13 16:31:50.148389 |  0.382 | -0.00118
2024-09-13 16:31:50.279907 |  0.382 | -0.00628
2024-09-13 16:31:50.406142 |  0.382 | -0.00297
2024-09-13 16:31:50.538463 |  0.386 |  0.00226
2024-09-13 16:31:50.662376 |  0.390 |  0.00791
2024-09-13 16:31:50.794129 |  0.390 |  0.00594
2024-09-13 16:31:50.929000 |  0.392 |  0.00118
2024-09-13 16:31:51.061125 |  0.394 | -0.00220
2024-09-13 16:31:51.192621 |  0.400 | -0.00378
2024-09-13 16:31:51.322389 |  0.406 | -0.00397
2024-09-13 16:31:51.447626 |  0.410 | -0.00004
2024-09-13 16:31:51.572244 |  0.414 |  0.00491
2024-09-13 16:31:51.708162 |  0.418 |  0.00372
2024-09-13 16:31:51.836359 |  0.426 |  0.00538
2024-09-13 16:31:51.969292 |  0.434 |  0.00200
2024-09-13 16:31:52.102115 |  0.436 | -0.00165
