time|displacement|delay
2024-09-13 16:44:44.409173 |  0.174 | -0.00734
2024-09-13 16:44:44.700479 |  0.174 | -0.00793
2024-09-13 16:44:44.796486 |  0.174 | -0.00797
2024-09-13 16:44:44.916378 |  0.174 |  0.00201
2024-09-13 16:44:45.035827 |  0.174 |  0.01281
2024-09-13 16:44:45.160723 |  0.174 |  0.01719
2024-09-13 16:44:45.294980 |  0.174 |  0.01790
2024-09-13 16:44:45.423367 |  0.174 |  0.01938
2024-09-13 16:44:45.557721 |  0.174 |  0.01488
2024-09-13 16:44:45.693337 |  0.174 |  0.01228
2024-09-13 16:44:45.826861 |  0.174 |  0.00548
2024-09-13 16:44:45.959460 |  0.174 |  0.00271
2024-09-13 16:44:46.088590 |  0.174 |  0.00662
2024-09-13 16:44:46.216363 |  0.174 |  0.00874
2024-09-13 16:44:46.351299 |  0.174 |  0.00558
2024-09-13 16:44:46.477616 |  0.174 |  0.00918
2024-09-13 16:44:46.607337 |  0.174 |  0.00959
2024-09-13 16:44:46.737585 |  0.174 |  0.00892
2024-09-13 16:44:46.869965 |  0.174 |  0.00642
2024-09-13 16:44:47.002064 |  0.174 |  0.00415
2024-09-13 16:44:47.133221 |  0.174 |  0.00290
2024-09-13 16:44:47.261687 |  0.174 |  0.00426
2024-09-13 16:44:47.391086 |  0.174 |  0.00476
2024-09-13 16:44:47.526400 |  0.174 |  0.00439
2024-09-13 16:44:47.651815 |  0.174 |  0.00886
2024-09-13 16:44:47.782498 |  0.174 |  0.00806
2024-09-13 16:44:47.911113 |  0.174 |  0.00934
2024-09-13 16:44:48.043820 |  0.174 |  0.00646
2024-09-13 16:44:48.177742 |  0.174 |  0.00244
2024-09-13 16:44:48.310072 |  0.174 |  0.00309
2024-09-13 16:44:48.440449 |  0.174 | -0.00059
2024-09-13 16:44:48.576282 |  0.192 |  0.00059
2024-09-13 16:44:48.700092 |  0.184 |  0.00513
2024-09-13 16:44:48.828566 |  0.170 |  0.00639
2024-09-13 16:44:48.960567 |  0.170 |  0.00703
2024-09-13 16:44:49.093315 |  0.178 |  0.00427
2024-09-13 16:44:49.223207 |  0.176 |  0.00096
2024-09-13 16:44:49.355194 |  0.176 | -0.00094
2024-09-13 16:44:49.485450 |  0.176 | -0.00131
2024-09-13 16:44:49.614702 |  0.174 | -0.00032
2024-09-13 16:44:49.748783 |  0.174 | -0.00005
2024-09-13 16:44:49.871071 |  0.174 |  0.00754
2024-09-13 16:44:50.000668 |  0.174 |  0.00778
2024-09-13 16:44:50.134539 |  0.174 |  0.00401
2024-09-13 16:44:50.268669 |  0.174 | -0.00025
2024-09-13 16:44:50.400940 |  0.174 | -0.00288
2024-09-13 16:44:50.531069 |  0.174 | -0.00313
2024-09-13 16:44:50.659562 |  0.174 | -0.00153
2024-09-13 16:44:50.793026 |  0.174 | -0.00013
