time|weight|unit|flag
2024-09-13 16:26:53.408465 |       1 | LG | S
2024-09-13 16:26:53.708226 |       1 | LG | S
2024-09-13 16:26:54.007774 |       1 | LG | S
2024-09-13 16:26:54.308171 |       1 | LG | S
2024-09-13 16:26:54.607451 |       1 | LG | S
2024-09-13 16:26:54.907834 |       1 | LG | S
2024-09-13 16:26:55.208480 |       1 | LG | S
2024-09-13 16:26:55.508096 |       1 | LG | S
2024-09-13 16:26:55.807753 |       1 | LG | S
2024-09-13 16:26:56.108095 |       1 | LG | S
2024-09-13 16:26:56.407557 |       1 | LG | S
2024-09-13 16:26:56.708113 |       1 | LG | S
2024-09-13 16:26:57.007796 |       1 | LG | S
2024-09-13 16:26:57.307568 |       1 | LG | S
2024-09-13 16:26:57.608056 |       1 | LG | S
2024-09-13 16:26:57.907563 |       1 | LG | S
2024-09-13 16:26:58.210459 |       1 | LG | M
2024-09-13 16:26:58.511314 |      -1 | LG | M
2024-09-13 16:26:58.810637 |      -4 | LG | M
2024-09-13 16:26:59.110800 |     -19 | LG | M
2024-09-13 16:26:59.411161 |     -40 | LG | M
2024-09-13 16:26:59.711584 |     -40 | LG | M
2024-09-13 16:27:00.011926 |     -38 | LG | M
2024-09-13 16:27:00.311467 |     -34 | LG | M
2024-09-13 16:27:00.611240 |     -34 | LG | M
2024-09-13 16:27:00.910765 |     -34 | LG | M
2024-09-13 16:27:01.210205 |     -34 | LG | S
2024-09-13 16:27:01.507611 |     -34 | LG | S
2024-09-13 16:27:01.806726 |     -34 | LG | S
2024-09-13 16:27:02.107302 |     -34 | LG | S
2024-09-13 16:27:02.410172 |     -34 | LG | M
2024-09-13 16:27:02.711494 |     -37 | LG | M
2024-09-13 16:27:03.011329 |     -42 | LG | M
2024-09-13 16:27:03.310468 |     -46 | LG | M
2024-09-13 16:27:03.610914 |     -51 | LG | M
2024-09-13 16:27:03.910454 |     -59 | LG | M
2024-09-13 16:27:04.210128 |     -63 | LG | M
2024-09-13 16:27:04.509650 |     -67 | LG | M
2024-09-13 16:27:04.810776 |     -71 | LG | M
2024-09-13 16:27:05.109517 |     -76 | LG | M
2024-09-13 16:27:05.409734 |     -82 | LG | M
2024-09-13 16:27:05.710101 |     -88 | LG | M
2024-09-13 16:27:06.010583 |     -94 | LG | M
2024-09-13 16:27:06.310147 |     -99 | LG | M
2024-09-13 16:27:06.610432 |    -104 | LG | M
2024-09-13 16:27:06.911633 |    -109 | LG | M
2024-09-13 16:27:07.210924 |    -113 | LG | M
2024-09-13 16:27:07.510943 |    -118 | LG | M
2024-09-13 16:27:07.810725 |    -123 | LG | M
2024-09-13 16:27:08.109894 |    -129 | LG | M
2024-09-13 16:27:08.411052 |    -135 | LG | M
2024-09-13 16:27:08.710766 |    -139 | LG | M
2024-09-13 16:27:09.010292 |    -144 | LG | M
2024-09-13 16:27:09.309867 |    -150 | LG | M
2024-09-13 16:27:09.610047 |    -159 | LG | M
2024-09-13 16:27:09.910237 |    -167 | LG | M
2024-09-13 16:27:10.211215 |    -174 | LG | M
2024-09-13 16:27:10.510401 |    -175 | LG | M
2024-09-13 16:27:10.809525 |    -172 | LG | M
2024-09-13 16:27:11.111108 |    -172 | LG | M
2024-09-13 16:27:11.410269 |    -172 | LG | M
2024-09-13 16:27:11.709385 |    -172 | LG | S
2024-09-13 16:27:12.007213 |    -172 | LG | S
2024-09-13 16:27:12.307184 |    -172 | LG | S
2024-09-13 16:27:12.605083 |    -172 | LG | S
2024-09-13 16:27:12.905027 |    -172 | LG | S
2024-09-13 16:27:13.209079 |    -172 | LG | M
2024-09-13 16:27:13.510222 |    -177 | LG | M
2024-09-13 16:27:13.809705 |    -184 | LG | M
2024-09-13 16:27:14.108379 |    -193 | LG | M
2024-09-13 16:27:14.410130 |    -200 | LG | M
2024-09-13 16:27:14.709233 |    -206 | LG | M
2024-09-13 16:27:15.008276 |    -210 | LG | M
2024-09-13 16:27:15.310252 |    -212 | LG | M
2024-09-13 16:27:15.609523 |    -215 | LG | M
2024-09-13 16:27:15.909108 |    -217 | LG | M
2024-09-13 16:27:16.208826 |    -220 | LG | M
2024-09-13 16:27:16.508276 |    -223 | LG | M
2024-09-13 16:27:16.807761 |    -226 | LG | M
2024-09-13 16:27:17.109638 |    -228 | LG | M
2024-09-13 16:27:17.409309 |    -230 | LG | M
2024-09-13 16:27:17.709884 |    -233 | LG | M
2024-09-13 16:27:18.007620 |    -234 | LG | M
2024-09-13 16:27:18.307803 |    -235 | LG | M
2024-09-13 16:27:18.607914 |    -237 | LG | M
2024-09-13 16:27:18.908107 |    -238 | LG | M
2024-09-13 16:27:19.208726 |    -240 | LG | M
2024-09-13 16:27:19.507740 |    -240 | LG | M
2024-09-13 16:27:19.809054 |    -241 | LG | M
2024-09-13 16:27:20.108041 |    -242 | LG | M
2024-09-13 16:27:20.409691 |    -243 | LG | M
2024-09-13 16:27:20.708882 |    -243 | LG | M
2024-09-13 16:27:21.008199 |    -244 | LG | M
2024-09-13 16:27:21.307376 |    -244 | LG | M
2024-09-13 16:27:21.609140 |    -244 | LG | M
2024-09-13 16:27:21.908143 |    -245 | LG | M
2024-09-13 16:27:22.207322 |    -245 | LG | M
2024-09-13 16:27:22.509016 |    -246 | LG | M
2024-09-13 16:27:22.808598 |    -246 | LG | M
2024-09-13 16:27:23.107840 |    -247 | LG | M
2024-09-13 16:27:23.407163 |    -247 | LG | M
2024-09-13 16:27:23.708928 |    -248 | LG | M
2024-09-13 16:27:24.008071 |    -250 | LG | M
2024-09-13 16:27:24.307910 |    -251 | LG | M
2024-09-13 16:27:24.607953 |    -252 | LG | M
2024-09-13 16:27:24.907991 |    -252 | LG | M
2024-09-13 16:27:25.207852 |    -253 | LG | M
2024-09-13 16:27:25.507938 |    -253 | LG | S
2024-09-13 16:27:25.807971 |    -253 | LG | S
2024-09-13 16:27:26.107944 |    -252 | LG | M
2024-09-13 16:27:26.408248 |    -251 | LG | M
2024-09-13 16:27:26.708162 |    -251 | LG | M
2024-09-13 16:27:27.008123 |    -251 | LG | S
2024-09-13 16:27:27.304230 |    -251 | LG | M
2024-09-13 16:27:27.606479 |    -250 | LG | M
2024-09-13 16:27:27.906354 |    -250 | LG | S
2024-09-13 16:27:28.202952 |    -250 | LG | S
2024-09-13 16:27:28.504137 |    -250 | LG | S
2024-09-13 16:27:28.802856 |    -250 | LG | S
2024-09-13 16:27:29.107915 |    -251 | LG | S
2024-09-13 16:27:29.408081 |    -251 | LG | M
2024-09-13 16:27:29.708252 |    -252 | LG | M
2024-09-13 16:27:30.006056 |    -252 | LG | M
2024-09-13 16:27:30.306177 |    -253 | LG | M
2024-09-13 16:27:30.606146 |    -253 | LG | M
2024-09-13 16:27:30.906409 |    -254 | LG | M
2024-09-13 16:27:31.206722 |    -254 | LG | M
2024-09-13 16:27:31.506643 |    -255 | LG | M
2024-09-13 16:27:31.806930 |    -256 | LG | M
2024-09-13 16:27:32.107049 |    -256 | LG | M
2024-09-13 16:27:32.406998 |    -257 | LG | M
2024-09-13 16:27:32.707196 |    -257 | LG | M
2024-09-13 16:27:33.007002 |    -258 | LG | M
2024-09-13 16:27:33.307168 |    -258 | LG | M
2024-09-13 16:27:33.607333 |    -259 | LG | M
2024-09-13 16:27:33.907504 |    -259 | LG | M
2024-09-13 16:27:34.205356 |    -259 | LG | M
2024-09-13 16:27:34.505549 |    -260 | LG | M
2024-09-13 16:27:34.805699 |    -260 | LG | M
2024-09-13 16:27:35.105924 |    -260 | LG | M
2024-09-13 16:27:35.406068 |    -261 | LG | M
2024-09-13 16:27:35.706281 |    -261 | LG | M
2024-09-13 16:27:36.006422 |    -262 | LG | M
2024-09-13 16:27:36.306603 |    -262 | LG | M
2024-09-13 16:27:36.606771 |    -262 | LG | M
2024-09-13 16:27:36.906732 |    -263 | LG | M
2024-09-13 16:27:37.206929 |    -263 | LG | M
2024-09-13 16:27:37.504814 |    -263 | LG | M
2024-09-13 16:27:37.805131 |    -263 | LG | M
2024-09-13 16:27:38.105583 |    -263 | LG | S
2024-09-13 16:27:38.402160 |    -263 | LG | S
2024-09-13 16:27:38.704911 |    -264 | LG | M
2024-09-13 16:27:39.005076 |    -264 | LG | M
2024-09-13 16:27:39.305443 |    -265 | LG | M
2024-09-13 16:27:39.605474 |    -265 | LG | M
2024-09-13 16:27:39.905785 |    -265 | LG | S
2024-09-13 16:27:40.206367 |    -265 | LG | S
2024-09-13 16:27:40.504471 |    -265 | LG | S
2024-09-13 16:27:40.804980 |    -265 | LG | S
2024-09-13 16:27:41.101826 |    -265 | LG | S
2024-09-13 16:27:41.404420 |    -265 | LG | S
2024-09-13 16:27:41.704979 |    -265 | LG | S
2024-09-13 16:27:42.005749 |    -265 | LG | S
2024-09-13 16:27:42.305970 |    -265 | LG | S
2024-09-13 16:27:42.604088 |    -265 | LG | S
2024-09-13 16:27:42.900919 |    -265 | LG | S
