time|displacement|delay
2024-09-13 15:23:43.446564 |  0.170 | -0.03137
2024-09-13 15:23:43.570573 |  0.170 | -0.02588
2024-09-13 15:23:43.677328 |  0.170 | -0.00309
2024-09-13 15:23:43.788910 |  0.170 |  0.01995
2024-09-13 15:23:44.323452 |  0.170 |  0.00345
2024-09-13 15:23:44.461070 |  0.170 | -0.00482
2024-09-13 15:23:44.586070 |  0.170 | -0.00033
2024-09-13 15:23:44.702690 |  0.170 |  0.01256
2024-09-13 15:23:44.829369 |  0.170 |  0.02045
2024-09-13 15:23:44.954308 |  0.170 |  0.02501
2024-09-13 15:23:45.088929 |  0.170 |  0.01986
2024-09-13 15:23:45.226548 |  0.170 |  0.01184
2024-09-13 15:23:45.361429 |  0.170 |  0.00628
2024-09-13 15:23:45.492931 |  0.170 |  0.00450
2024-09-13 15:23:45.621664 |  0.170 |  0.00499
2024-09-13 15:23:45.744798 |  0.170 |  0.01160
2024-09-13 15:23:45.873052 |  0.170 |  0.01282
2024-09-13 15:23:46.010276 |  0.170 |  0.01057
2024-09-13 15:23:46.138148 |  0.170 |  0.01153
2024-09-13 15:23:46.270272 |  0.170 |  0.01204
2024-09-13 15:23:46.403163 |  0.170 |  0.00877
2024-09-13 15:23:46.536656 |  0.170 |  0.00146
2024-09-13 15:23:46.668668 |  0.170 | -0.00106
2024-09-13 15:23:46.796774 |  0.170 |  0.00344
2024-09-13 15:23:46.923649 |  0.170 |  0.00291
2024-09-13 15:23:47.057977 |  0.170 |  0.00313
2024-09-13 15:23:47.182049 |  0.170 |  0.00857
2024-09-13 15:23:47.311271 |  0.170 |  0.00897
2024-09-13 15:23:47.443655 |  0.170 |  0.00910
2024-09-13 15:23:47.576411 |  0.170 |  0.00584
2024-09-13 15:23:47.706012 |  0.170 |  0.00255
2024-09-13 15:23:47.835138 |  0.170 |  0.00606
2024-09-13 15:23:47.964884 |  0.170 |  0.00580
2024-09-13 15:23:48.096770 |  0.170 |  0.00379
2024-09-13 15:23:48.233714 |  0.170 | -0.00215
2024-09-13 15:23:48.359516 |  0.170 |  0.00181
2024-09-13 15:23:48.487267 |  0.170 |  0.00344
2024-09-13 15:23:48.616977 |  0.170 |  0.00304
2024-09-13 15:23:48.744521 |  0.170 |  0.00503
2024-09-13 15:23:48.875112 |  0.170 |  0.00388
2024-09-13 15:23:49.006997 |  0.170 |  0.00149
2024-09-13 15:23:49.138379 |  0.176 |  0.00288
2024-09-13 15:23:49.273472 |  0.182 |  0.00236
2024-09-13 15:23:49.399240 |  0.184 |  0.00569
2024-09-13 15:23:49.529989 |  0.182 |  0.00151
2024-09-13 15:23:49.662627 |  0.188 |  0.00166
2024-09-13 15:23:49.792996 |  0.198 |  0.00077
2024-09-13 15:23:49.923495 |  0.200 | -0.00063
2024-09-13 15:23:50.053481 |  0.200 | -0.00090
2024-09-13 15:23:50.182869 |  0.198 | -0.00393
2024-09-13 15:23:50.311984 |  0.206 | -0.00029
2024-09-13 15:23:50.444577 |  0.220 |  0.00171
2024-09-13 15:23:50.568863 |  0.224 |  0.00708
2024-09-13 15:23:50.699356 |  0.224 |  0.00287
2024-09-13 15:23:50.832854 |  0.232 |  0.00190
2024-09-13 15:23:50.961729 |  0.240 |  0.00253
2024-09-13 15:23:51.092598 |  0.252 |  0.00113
2024-09-13 15:23:51.223871 |  0.260 | -0.00066
2024-09-13 15:23:51.354349 |  0.264 | -0.00204
2024-09-13 15:23:51.489087 |  0.276 | -0.00182
2024-09-13 15:23:51.612839 |  0.290 |  0.00390
2024-09-13 15:23:51.741706 |  0.298 |  0.00452
